PLACE ID ,RAZAOSOCIAL
ChIJFS6M22V3z5QRIpKM5JAFEfY,IBIUNA AUTO POSTO LTDA
ChIJ-7EnXK9ylJQRH1mIkFlJ35I,POSTO CONTTATO DE MARTINOPOLIS LTDA
ChIJ6aNx-b1nv5QRhntO1VPt2v8,AUTO POSTO AEROPORTO BAURU LTDA
ChIJS2C39wiJzJQRFy3yJ48eEVE,AUTO POSTO LIDER JUNIOR LTDA.
ChIJfVhkUfhXx5QRe20uLKXwlXA,REDE LK DE POSTOS LTDA
 ChIJWVdMZFsZowARDdoBS-kjhOU,AUTO POSTO SEMINARIO LTDA
ChIJFXTKDeYbowARkOED4UpR64Y,MENDES ROCHA & CIA. LTDA
ChIJC6yseOe9pgAR5brAhd3_EhU,POSTO VIA DO MINERIO LTDA
ChIJpfSeXMqEpgAR5VuLVlmdPbo,POSTO BALUARTE LTDA
ChIJPywS8UJzO5MR4mPi-swYwcw,POSTO CATARINENSE COMERCIO DE DERIVADOS DE PETROLEO EIRELI
ChIJPxAxnROoogARBvBkC0CD8Do,ILHA AUTO POSTO DE ALEM PARAIBA LTDA
ChIJycR-hHM_ugARrNoNhTSILnM,ALESSANDRO HUBNER & FILHOS LTDA
ChIJvQxlfpJzuQAR6uOUwlUk4EU,AUTO POSTO FASSARELLA LTDA
ChIJ_UAb6C-fpgAR_xpOSVhPvL4,PETROLIM LTDA
ChIJRzDvcleupgARwh6crW8tKDc,GRAFER COMERCIAL LTDA
ChIJvRrCgqeapgARHQJKz1MAqnw,POSTO MARIA AMELIA LTDA
ChIJQ9AfLeR3y5QRHjvR98RLX7w,POSTO 7 ABASTECIMENTO DE COMBUSTIVEIS LTDA
ChIJEd4xB9Q3pAARcrLUZAH7OaI,AUTO SERVICO NEWTON LTDA
ChIJj4V7l9ferJQR_V3twipZzqc,POSTO PARDAL LTDA
ChIJadA2UdGXpgAReCBRyEKV_08,POSTO WAP LTDA
ChIJUVtmt_RFxwcRZfcberKCn6o,PETROCAR COMERCIO DE PETROLEO LTDA
ChIJFz6OihNHAQcRjtWQGBxwgFg,AUTO POSTO VIA NORTE LTDA
ChIJPQc0ATBQzpQRJEcX1h1nmLc,AUTO POSTO 102 LTDA
ChIJk_1Msw83FAcROCyF36e_yeA,J MARTINS DERIVADOS DE PETROLEO LTDA - EPP
ChIJd-8blxpJxwcRTOMsMNT_hK8,SOBRAL & PALACIO PETROLEO LTDA
ChIJYWqDmK5evZQRjs5wYSUJKhI,AUTO POSTO SO NATA LTDA
ChIJDUIPP1r1xZQRvva9s7B0CKg,LINHARES AUTO POSTO LTDA
ChIJwbcZQpyKxZQRzrLdnjyazkg,AUTO POSTO A4 LTDA
ChIJIbv7xiO_z5QRvDiQIODje-8,PRESIDENTE JUQUITIBA AUTO POSTO LTDA
ChIJ2S20hoqVagcRzQZQk28bEp4,ITABERABA COMERCIO DE COMBUSTIVEIS LTDA
INVALID,M. LUZ COMERCIO DE COMBUSTIVEIS LTDA
ChIJ5QdwFVsyDgcRSVipmKM5QCI,PJ COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA
ChIJ17HZ1YAbzpQR1QPvldO0SFQ,AUTO POSTO ITARARE DE SAO VICENTE LTDA
ChIJn8z78BtdupQRQU_-9ky6pvI,AUTO POSTO PLATINUM ITUVERAVA LTDA
ChIJpbA_Ghkn_5QR26Xs7WvjWSQ,AUTO POSTO SAO LUIZ LTDA
INVALID,COMERCIAL PRESIDENTE JUSCELINO LTDA
ChIJL_zzkS0Az5QRBPZ8hZduDfs,BOX 44 POSTO E SERVIÃ‡OS LTDA.
ChIJeWadHNUBz5QR6VgmaoVQ7bk,POSTO DE SERVICOS AVANCO LTDA
ChIJken88H2qwZQRzRUs0_-ucRw,AUTO POSTO 2001 LTDA
ChIJy4n66gb-t5QR0UCmR9xlSX0,AUTO POSTO AVENIDA DE PIRASSUNUNGA LTDA
ChIJfZ416anIyJQR5wWBWrKzQVA,MONTEMOS DISTRIBUIDORA DE COMBUSTIVEIS LTDA
INVALID,AUTO POSTO NASCIMENTO LTDA
ChIJUc5Jwj55yJQRAuz0jxkEeHk,POSTO 7 BARAO DE ARARAS LTDA
ChIJh4gkvjNpu5QREynJnJvfPqY,MAIBASHI & CIA LTDA
ChIJBWJkfZrxzZQRKc7XGGaWIfU,AUTO POSTO RIVIERA DE SAO LOURENCO LTDA
ChIJYZbbt1sCuJQRbbJDNHbFt_Y,DE SANTIS & CIA LTDA
ChIJSRP2eVkDuJQRWIipm0bijOI,VA VER COMERCIO DE COMBUSTIVEL LTDA.
ChIJ_6-CGwR9zpQRrunBaMtPMv0,AUTO POSTO BAGUA LTDA
ChIJ89j_AzjPyJQRBk1xDfiiloU,COMERCIO DE COMBUSTIVEIS MORAES SALES LTDA
ChIJNRAkVz6msJQRlui0-AVJOWY,POSTO CRUZEIRO DE FRANCA LTDA
ChIJc3qv3njfxpQRlXKzKp_atKI,AUTO POSTO REAL DE BOTUCATU LTDA
ChIJb3RaqrSTx5QRC-JivFlRQek,PANT-ARLA COMERCIO DE COMBUSTIVEIS LTDA
ChIJzxh2-o3X2pQRjJ7lKmdwpSw,POSTO 4 IRMAOS JL LTDA
ChIJVwV4_y0blwARMjfpGQAu8Xs,A O LESSA LTDA
ChIJvalhtNAu4pQRPZmpBpl9nOA,COMERCIAL KOHL & KOHL LTDA
ChIJqawpfKL73JQRPeC0OslyZjE,AUTO POSTO PICHETH LTDA
INVALID,PETROGIL COMERCIO DE COMBUSTIVEIS LTDA
ChIJgQnxNN1K65QRmPhkAM_xflg,TATI - COMERCIO DE COMBUSTIVEIS LTDA
ChIJVVXx3Exa65QRH3hftmjJPQ0,AUTO POSTO CUPIMZAO LTDA
ChIJJx2-2CXi3JQRVDxgEyH--ig,AUTO POSTO PREMIERE LTDA
ChIJpVrHK43j3JQRsxBbxSGaC9o,AUTO POSTO COLOSSAL BATEL LTDA
ChIJGdTjqsKXnwcRbYtCVwx8e5A,FELIX COMBUSTIVEIS TRINDADE LTDA
ChIJW4NHpN2i3JQRX9mlY2-LgBY,POSTO E CHURRASCARIA O CUPIM LTDA
ChIJ_8o9HQduGZURo2CEkCj3yrM,AUTO POSTO 118 LTDA
ChIJPy9CWW7IwZQR8O9LOxwtJvQ,SENTINELA COMERCIO DE COMBUSTIVEIS LTDA
ChIJPy9CWW7IwZQR8O9LOxwtJvQ,A GODOY & CIA LTDA
INVALID,AUTO POSTO GUAPIMIRIM LTDA
ChIJYy7QTfe5qpURT9RsBXrg9Gc,COMBUSTIVEIS IBIRAPUITA LTDA
ChIJ78iDcnNDzpQRox88ZBaQfU0,CENTRO AUTOMOTIVO TRES POSTOS LTDA.
ChIJxWJKjZTzk5QRrO1RXcJ-ozU,POSTO ABASTECE MERIDIONAL LTDA
ChIJq4OdUw93uJQR7RuZogbF2sQ,POSTO PANTANAL CRUZEIRO DO SUL LTDA
ChIJxcfPQ_f0k5QRjNXTgGpYT-4,CENTRO DE ABASTECIMENTO ARCO IRIS LTDA.
INVALID,AUTO POSTO BOA ESPERANCA LTDA
ChIJ92pK6VQjxpQRTFof-LGXv10,POSTO ANA LUCIA LTDA
ChIJU6htlapqGpMRXnvbXxzsSpA,POSTO TIGRAO LTDA
ChIJdfBXG2_gmwARxIpIDq7j7yQ,ESPLANADA DE BANGU POSTO DE GASOLINA LTDA
ChIJO3UvjQXVvgcR49Pu85RnO9I,AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA
ChIJu6Lqtcl5GZURUGubJIWZtjQ,CENTRO AUTOMOTIVO MOINHOS DE VENTO COMERCIO DE VEICULOS LTDA
 ChIJN7z-3iEV45QRTNdWJAQP8RE,COOPERATIVA DOS TRANSPORTADORES DE CARGA DE ERECHIM LTDA - COOPERTRANS
ChIJ7aq_WQD5zpQRUiQQc-PWFok,AUTO POSTO BELLAGIO LTDA
ChIJa8JZRqC-uZQRIDjrEqDH9Qw,POSTO RP CASPER LIBERO LTDA
ChIJpa_YgrSnsJQRlSb9xxvZaKg,AUTO POSTO SANTA GIANNA LTDA
ChIJ6YGh48BUqwARIacKpNRruv0,POSTO MOCAO DERIVADOS DE PETROLEO LTDA
ChIJ7cTw_DjLPwcRzG7jDXYBB_g,R S COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA
ChIJDfsple5-B5MR5ndw3bdaZ9I,M. A. MARTINS LTDA
INVALID,POSTO VIA 10 LTDA.
ChIJf1RpBV1D65QRvY8B6mwjjtc,AUTO POSTO CENTRAL DE LONDRINA LTDA
ChIJRclx0b98zpQRzF-29J42vbE,AUTO POSTO TAQUA LTDA
ChIJhalB6wC2BgcRbkx-PgutfZk,MORAIS & PINTO COMBUSTIVEIS LTDA
ChIJB4WPiMkq2JIRZ9fzNpGymDY,J OLIMPIO BARBOSA FILHO EIRELI
ChIJx4_4ZWf0tZQRp7OW3RP-YCM,AUTO POSTO ARCANJO MIGUEL LTDA
ChIJO23CSbqb0pQRS_km1Z3J_dA,AUTO POSTO PONTAL DA CRUZ LTDA
ChIJU1_oqkR8PwcRNTMXMaGxc1k,AUTO POSTO DE COMBUSTIVEIS J. BOMFIM LTDA
ChIJR0QB6jdmmQARj599eMI1Kn8,AUTO POSTO VIA IGUACU LTDA
ChIJAb9dhZohrAcRekWUtX9uKb0,POSTO BALUARTE DE COMBUSTIVEIS LTDA
ChIJgyP2k-0bqAcRHlnjjaO9tD0,SANFRANCISCO COMBUSTIVEIS EIRELI
ChIJwd2NEL1mzpQRTOhxSWB_G9c,AUTO POSTO PESSEGO LTDA
ChIJ5c2_zfgezpQROqF5xyThIqk,AUTO POSTO MIRANDA CAICARA LTDA
EkdSLiBDYXJkb3NvIGRlIENhc3RybyAtIEFuY2hpZXRhLCBSaW8gZGUgSmFuZWlybyAtIFJKLCAyMTYzMC0wODAsIEJyYXppbCIuKiwKFAoSCackXZlYYZkAETSAh84O00HlEhQKEglV5_PzWGGZABGQCzCx27Pa5Q,POSTO DE GASOLINA CARDOSO DE CASTRO LTDA.
ChIJa4jHSRyw9JQRJMxcDncpVi8,MERCOSUL COMÃ‰RCIO DE COMBUSTÃVEIS LTDA.
INVALID,POSTO METRO LTDA
INVALID,CRISTO REI COMERCIO DERIVADOS DE PETROLEO LTDA
INVALID,POSTO DE SERVICOS ATLANTA UTINGA LTDA
ChIJm68i_N1boQARVE6tHrje5Sw,POSTO ESTANCIA REAL LTDA
INVALID,CATATAU COMERCIO DE COMBUSTIVEIS LTDA
ChIJc3-ywIzrTQcR11NP25IKaKU,POSTO PATATIVA LTDA
ChIJ4eY3-R_zXpMR_HlTtz6fEEk,POSTO Z+Z SAO JUDAS TADEU LTDA
ChIJ3Swriwv4ogAR1LEPOKSjZ5o,RIO POMBA COMBUSTIVEIS LTDA
ChIJ-Y5rxCvamQARRV1JKpkHlbg,ESPERANCA AUTO POSTO SERVICO DE COMBUSTIVEIS LTDA
ChIJW1MLO3dCFgcRjlLAiNL3PgU,AMPR DERIVADOS DE PETROLEO LTDA
INVALID,REVENDA DE COMBUSTIVEIS BKR LTDA
ChIJD6sWolmWkpQRS3oLj8WU5p8,R R COMÃ‰RCIO DE COMBUSTIVEIS LTDA
iNVALID,AUTO POSTO MARES DO NORTE LTDA
ChIJ-9rtBXNZoQARH-ddRxboz8c,POSTO PONTE NOVA II LTDA
ChIJt2VbGB1ZPgcR736bOPUvplY,VALENCA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA.
INVALID,AUTO POSTO NOVO BUTANTA LTDA
ChIJYZSP2_Vdt5IRdvQkaS4x3jg,AUTO POSTO DE COMBUSTIVEL POMBAL LTDA
 ChIJ8Y25tuNlTAcRTyZWasa_h8E,REDE HG COMBUSTIVEIS LTDA.
ChIJYUnc2-q_uZQR23JMn_6EfEo,M & J COMÃ‰RCIO DE COMBUSTÃVEIS E LUBRIFICANTES LTDA.
ChIJE0Nfj4iSypQRCXnaUUxNnuo,AUTO POSTO TUPY LTDA
ChIJ2zH88F1CzpQRNCb1nuzhgQA,AUTO POSTO SAN PIETRO LTDA
INVALID,COMERCIAL DE DERIVADOS DE PETROLEO DA HORA LTDA
ChIJ3-ltLyh4GZURD7-JzWWXr8g,COMERCIAL DE COMBUSTIVEIS VIP LTDA.
ChIJGZejwK0RlwARx_bvRyVKi5Y,AUTOPOSTO DOIS IRMAOS LTDA.
ChIJHeUgNITHpAARXQpxB01KhfI,POSTO LUPIAZZA - EIRELI EPP
ChIJ8cIrcm6osQARAdUMVUldpg8,REDE HG COMBUSTIVEIS LTDA.
ChIJi1GdU3VTzJQRtKGHyJDU7Zs,POSTO SOL DA DUTRA LTDA.
INVALID,REDE DE POSTOS DA HORA LTDA
ChIJJ1RxLlvXaQcRBEV23veTXHo,POSTO CAMBUI SEABRA LTDA
ChIJ6YyCFOiWpgARtV8qA6A5tUY,CENCOSUD BRASIL COMERCIAL S.A.
ChIJV8bhSKEcFgcRdda9g-ADgW0,PITUBA DERIVADOS DE PETROLEO LTDA
ChIJF48364DQPgcRFbtXXTVS8bc,CAMAMU PRODUTOS DE PETROLEO LTDA
ChIJPagk1kpI6wcRdvQ1sY2pFYs,JCA COMBUSTIVEIS LTDA
ChIJSU-uKH1juJQR1sYPzRrFWks,PAX COMERCIO DE COMBUSTIVEIS - EIRELI
ChIJP5QVGbuapgAR_X_Am2ZGNgI,POSTO WAP CRISTIANO MACHADO LTDA
ChIJnWWGlv05O5MRYUq2STsnuqM,E. A. R. PEREIRA COMBUSTIVEIS LTDA
ChIJR8X6RL4XbJIRGPf-8Chh-rg,SP POSTO - COMERCIO DE COMBUSTIVEIS PARA VEICULO LTDA
ChIJc4vECFNloZQRk9IypgkyYJw,SANTOSTA AUTO POSTO JR LTDA - EPP
ChIJ8Y9qqFSknZMR5XVjou7VzIc,COMERCIO DE COMBUSTIVEL INDUSTRIARIO EIRELI
 ChIJIyY2bqEZqwcRfPcyyHlOuec,CJCM PETROLEO LTDA.
INVALID,H.L.P. COMERCIO DE COMBUSTIVEIS LTDA
ChIJ94fpuqtNxwcRgKWTL3TJNTY,P. A. DE CARVALHO - EPP
ChIJpagdQgtazpQREZEtRm9QKCw,ECO POSTO BANDEIRANTES LTDA
ChIJy87JsYTEzJQR-6kxE6to4Nk,REDE DOM PEDRO DE POSTOS LTDA.
ChIJxT1tdAPA4pQRXHe7F3AGAHY,SIM REDE DE POSTOS LTDA
ChIJU30y0P-ypQARbtR2wHFNoWI,POSTO MONTE VERDE LTDA
ChIJ5zO8MCpgCgcRkpWnrJIBZUg,POSTO VALDIVINO COMBUSTIVEIS LTDA
ChIJAeQfinrtqQcRHC5EjPaPYWk,R L C COMBUSTIVEIS LTDA
INVALID,AUTO POSTO K 46 EIRELI
ChIJR1ZVpc3W85QRhzo8hjBgZuM,AUTO POSTO UNIVERSITARIO LTDA
ChIJf3FgglsgNwcRmz6D8Lr3h_M,CORACAO DE MARIA COMERCIO DE DERIVADOS DE PETROLEO LTDA
INVALID,JW CHAVES COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJrbTUJ9RDYJMR0rIob0Wpbq0,AUTO POSTO ALAZAO EIRELI
INVALID,COMBUSTIVEIS JAMAPARA LTDA
INVALID,DINO COMERCIO DE COMBUSTIVEIS LTDA
ChIJKwAYemzIeZMROnsi_C-rPd4,AUTO POSTO V A LTDA
ChIJNUhr6XZuvJQRJ1gjlm6-Pp0,AUTO POSTO HARMONIA LTDA
ChIJeVlkFvS5uZQRWjYZU9ZvYqA,AUTO POSTO QUINHONE E FILHOS LTDA
 ChIJi3lqinnLSpMR5Bg8MiJsXqw,AUTO POSTO DE COMBUSTIVEIS BARREIRINHAS LTDA
ChIJ83bc1Cu7NQcRhkKp7nRh_t8,RAMOS E RAMOS COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA
ChIJ4QlwdLcJOQcRWElxM4f5FQE,POSTO BANCO DA VITORIA LTDA
INVALID,BPG AUTO POSTO LTDA
ChIJU1_oqkR8PwcRNTMXMaGxc1k,AUTO POSTO D'ONOFRIO LTDA
ChIJ1RRu6KyVpgAR6kInCyidrGU,WJE COMBUSTIVEIS LTDA
ChIJCVKPdWevQAcR-7Lh0XvgMcQ,DR POSTO SERVICOS E COMBUSTIVEIS LTDA
ChIJaVI3BSJ4mQARfZ-ZFHUvXY8,AUTO POSTO NOVO GALEAO LTDA
ChIJ-zBqQsmRoJQRVdoYIgUUL8c,MAHLE MORRINHOS COMERCIO DE COMBUSTIVEIS LTDA
ChIJn8FZcw3fxpQRIcrWA3_jYfQ,FABIO ALHER & CIA LTDA
ChIJDS25NqwOQ5MRE4B46cqQw4g,AUTO POSTO BERNARDO SAYAO EIRELI
ChIJxxcilgCks5QR_ODA04h_pr8,LUZ COMBUSTIVEIS LTDA
ChIJ30iNwjLU85QRKHtaTQUywMU,AUTO POSTO PRA FRENTE BRASIL LTDA
ChIJzRVOmSfbmwARDQcSWGpZrbA,AUTO POSTO ML RECREIO DOS BANDEIRANTES LTDA.
ChIJSz1YZlHdrAcRSS7V3Xt96PU,DIAS COMERCIO DE COMBUSTIVEIS EIRELI
ChIJzRaH1FMN8JQRWvRbdntDaD8,PANDOLFI COMBUSTIVEIS LTDA
ChIJs6JS8pX1lgcRuuw3d0Wz0Ws,F A LIMA GLP
ChIJQd37zElCzpQRN0oMDiqTmbA,AUTO POSTO REDE CAPRARO LTDA
ChIJfQdwZlcoowARAd_-R8yFfiM,AUTO POSTO GLORIA DE CATAGUASES LTDA
ChIJE5WOx7DvDQcR_YNfY9kUHs8,MOTA E NETTO DERIVADOS DE PETROLEO LTDA
ChIJHbJde_wNygARcVS3Dz6ogpA,POSTO ATUAL BARRA LTDA
ChIJsRuQZqc9qwcRxUB9FcB-CnM,H & T COMERCIO DE COMBUSTIVEIS LTDA
ChIJE3MR8g44FAcREvJZARyyBd8,SAMPAIO ANDRADE POSTO DE COMBUSTIVEL LTDA
ChIJTRSk-yAHbAcR8x0tqWEZnUE,BRASILIA COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJizQsTeQ7WpMR3mZ4hVE0Hv0,AUTO POSTO 302 SUL LTDA
ChIJf-9TY5PwzJQRI8JBX-AiEPM,AUTO POSTO LIDER ARARETAMA LTDA
ChIJu1OqDR1U5pQR0ajRQ-0TeDU,CAMARA COMERCIO DE COMBUSTIVEIS LTDA
INVALID,CENTRO AUTOMOTIVO E CONVENIENCIA PORTAL ALDEIA DA SERRA LTDA
ChIJ99OraQRSxwcRZE6AfA0-Sns,DIZA COMERCIAL DE PETROLEO LTDA
ChIJA3KIHa8xWpMRxkb5qu55gbs,AUTO POSTO SIA SUL LTDA
INVALID,PRIME DERIVADOS DE PETROLEO LTDA
ChIJ1egM3LSrz5QR1FH5-BDFWEM,AUTO POSTO DIJON LTDA
INVALID,AUTO POSTO REDE PARCEIRO ANIL LTDA
ChIJF48364DQPgcRFbtXXTVS8bc,T K N COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA
INVALID,SINHA SABOIA COMERCIO COMBUSTIVEIS LTDA
ChIJq2yqrlHUvQARqinhUF-nObM,POSTO ILHA CAJU LTDA
INVALID,RX COMERCIO DE COMBUSTIVEIS LTDA
INVALID,MACK XI COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJC6yseOe9pgARCU2ZPOWEv1A,SAO PEDRO COMBUSTIVEIS LTDA
ChIJK4BqATGszpQRaIaw1RUDH8U,WALDETE DE OLIVEIRA BASTOS DOS PASSOS
ChIJ_3lMuKLu5JQR4YRnVg8HJDM,POSTO OCEANO AZUL LTDA
ChIJqcUMxl3ps5QROMdoyOSrfJ0,POSTO SANTA EDWIGES PETROLEO LTDA
ChIJU1xyIq33XpMRWFRfrylNHLA,POSTO Z+Z MOINHO DOS VENTOS LTDA
ChIJPwnNBgx0XAcRbbK-6sqIAf4,AUTO POSTO VALE OESTE COMERCIO DE COMBUSTIVEIS BOM JESUS DA LAPA LTDA
ChIJ43bAxfNDlpQRqqQhO-gHOnM,POSTO MALIBU TIGRINHO LTDA
ChIJL8dW-sdPI5MRGSRvUp8jDNU,REDE DE POSTOS COMERCIO DE COMBUSTIVEIS MARAJO PARAISO DO TOCANTINS II LTDA
 ChIJA4ALuHNnoAARs1OQUFoW_d0,AUTO POSTO TUPY PETRO LTDA
INVALID,POSTO PITUBA LTDA
ChIJsyziXgBNzJQR3yYQBV1AvpU,AUTO POSTO SET VILLE LTDA
INVALID,SANDER COMERCIO DE COMBUSTIVEIS LTDA
ChIJwfCiwKyRmAARVdQqjoHV-dI,POSTO ROUTE 040 LTDA
INVALID,BRUTUS COMERCIO DE COMBUSTIVEIS LTDA
ChIJFz_LKwye-5QRkq-WKrbozFs,COMERCIO DE COMBUSTIVEIS ROSSATTO E VALCIR LTDA
EkRSLiBKb3PDqSBJbsOhY2lvIFZhcmdhcyAtIFNpbHZlc3RyZSwgVmnDp29zYSAtIE1HLCAzNjU3MC0wMDAsIEJyYXppbCIuKiwKFAoSCV0Li_JiZ6MAEW8kilsWfMz_EhQKEgnVT12WiV2jABHFFqygubVemA,POSTO VARGAS DE VICOSA LTDA
ChIJOc2g8eEZFgcR7KHQZZ7aP5U,CAMPO AZUL COMERCIO DE COMBUSTIVEIS LTDA
ChIJW3SOzyrdypQRb65tP-6Bu9s,COMERCIO DE COMBUSTIVEIS NOVA ALIANCA TRES CORACOES II LTDA
ChIJwXp8Xsk3J5URjPjYmgVBiSA,AUTO POSTO JURERE LTDA
ChIJu3xqW26hw5IRqugd7kYJrig,POSTO SANTA EDWIGES LTDA
ChIJ5zOgBsir6pQRvj1D7KCVm40,IBIRAREMA COMERCIO DE COMBUSTIVEIS LTDA
ChIJsVsbMcCPpgARpiGajlCwqzk,POSTO DE COMBUSTIVEIS G & P LTDA
ChIJRZZ6f8Jhz5QRySWKSJJkxuY,POSTO CONTAINER VOTORANTIM LTDA
ChIJQUEUgvk5FAcRy3e2FQWZKkU,ARTEMIA COMERCIO DE COMBUSTIVEIS LTDA
ChIJFVPTl8tXtZQRPSjpFp7i6NM,AUTO POSTO BARREIRAO LTDA
ChIJGV15lZyloAARPxB22V1b_so,POSTO MATO GROSSO LTDA
ChIJ9QTaURAZuAARo-a397yYQhc,POSTO PRIME NORTE SUL LTDA
INVALID,TX COMERCIO DE COMBUSTIVEL LTDA
ChIJZWHjy9hTuAcRt-BqVBHyIis,VALDELICE COMERCIO DE COMBUSTIVEIS LTDA
ChIJAX2kBU30HZUR3WbX48p9lJg,SANDER COMERCIO DE COMBUSTIVEIS LTDA
ChIJBflLsPFDPgcRNSkuRJzM0z8,RIO UNA POSTO DE COMBUSTIVEIS LTDA
ChIJuQL0AchXuAARE3Jbbh5NYvE,AUTO POSTO AMAR LTDA
INVALID,MOHA COMERCIO DE COMBUSTIVEIS LTDA
INVALID,AUTO POSTO CENTRAL DOS COMBUSTIVEIS LTDA
ChIJdSrnSv-js5QRbJegwyAsPoQ,POSTO DE COMBUSTIVEL CAFE DA TERRA BAHIA LTDA
INVALID ,POSTO KALILANDIA LTDA
ChIJ4drL9rnQ35QR_SA0K06DrJU,POSTO MB CESCA LTDA
INVALID ,ROBERVAL G. DE OLIVEIRA COMBUSTIVEL LTDA
INVALID ,TORRES FILHO & CIA LTDA
ChIJcyYJrm6EFAcRxHigLiYi9lg,PAIM & FILHOS LTDA
ChIJz-taoacRFgcRKt7IT4v2gDE,"GRL ORGANIZACAO REVENDEDORA DE COMBUSTIVEIS, LUBRIFICANTES LTDA"
ChIJ99OraQRSxwcRZE6AfA0-Sns,LUA PETRÃ“LEO LTDA.
ChIJBflLsPFDPgcRNSkuRJzM0z8,ORGANIZACAO GUAIBIM LTDA
INVALID ,ECONOGÃS DO BRASIL DIST. DERIV. DE PET. BIOC. E GÃS NAT
ChIJPagk1kpI6wcRdvQ1sY2pFYs,MENDES COMBUSTIVEIS LTDA
ChIJ6fIABp1C6wcRBLL6wgXwM2Q,COMERCIAL OLIVEIRA LOPES LTDA
ChIJ7_vhLVvNW5MRCK7W15R74N0,AUTO POSTO CAPITAL LTDA.
INVALID ,POSTO DE GASOLINA SAO MIGUEL LTDA
INVALID ,AUTO POSTO 2001 LTDA
ChIJD_FB8KF8uQARH251409udtU,AUTO POSTO CASTELAO LTDA
ChIJwTO6cHDvhpQRQiaVvtbJIhs,BONATTO & CIA LTDA
ChIJB8UwVXHlhpQRALVhdOIxWwc,POSTO SEARA LTDA
ChIJWSusxvAkqgcRp33YtDOoFKg,S ALVES & CIA LTDA
 ChIJV4nO5AUTtpQRK6hbB4Pu9qI,AUTOPOSTO SANHARAO LTDA
ChIJnYdnUfGO9gcR2dEj4hSUS5c,PORTOS EMPREENDIMENTOS LTDA
ChIJXVe1KnQTUwcR_F6-4qyAR04,"RENON, COSTA & CIA LTDA"
ChIJ7_-sCNensQARi2LJrFho3Uw,MAIA COMBUSTIVEIS LTDA
ChIJsUNbId8ypwARdHWLGYxZxZY,ITAUNA COMBUSTIVEIS LTDA
ChIJq9PD9_sLpAARmN-Evf9snLc,AUTO POSTO OURO PRETO LTDA
ChIJuZHMKTROowARZWVCTRFy1NE,AUTO POSTO BELA VISTA DE ERVALIA LTDA.
ChIJwxQs-4Q7pwARFt6xF9vRt2o,AUTO POSTO ALMEIDA LTDA
ChIJowYkjG2VpgARJWBgksl0QYI,METRO COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJ9xdGYGlFHZUR9k3UgSYzd6Q,POSTO DOS EUCALIPTOS LTDA
ChIJg32-XuThmwARtwupqkREeMw,POSTO DE GASOLINA SETE DA LIRA LTDA
ChIJcSBbLKt9mQARpU_g1nhpxYE,POSTO DE GASOLINA PIAUI LTDA
ChIJXa9tXD5jmQARy15ZHwbAm9c,LUBRIFICACAO BARRO VERMELHO LTDA
ChIJQYzaJ20AswcR0gEG-G5JqCc,FLOR & CIA LTDA
ChIJD2eSZfUo_ZQRjY34wmtUTl4,AUTO POSTO SEGREDO LTDA
INVALID ,AUTO POSTO G10 LTDA
ChIJo2avz7vQmwARINxFLboiAZU,POSTO MEGA VERAO LTDA
ChIJSa2VIeZ_mQARg7WJ0GFEq9I,POSTO MODELO JMLBG LTDA
ChIJ6YjebJ7WmwAR1MOvrF7-HfY,POSTO DE GASOLINA E BAR GAROA LTDA
ChIJ9Zwiz8ipHZURhsNcC4tIa18,ROSALVO H. OGLIARI & CIA LTDA
ChIJBa5NvhjYmwARsnOx34bPghQ,AUTO POSTO VALDEVEZ LTDA
ChIJUUXSmYgkGZUR6oumfe6WM8E,ABASTECEDORA DE COMBUSTIVEIS KOCH LTDA
INVALID ,POSTO DE GASOLINA IV CENTENARIO LTDA
ChIJbWPjPXHRmwARzDcf9gw2D38,AUTO SERVICO ROCAR RIO LTDA
ChIJAfP0Tl97mQARGUJhSH_iec4,POSTO DE SERVICOS QUITUNGO LTDA
ChIJh2nr67d1BpUR1iUYyaEcYN8,L. CASTRO COMERCIO DE COMBUSTIVEIS LTDA
ChIJhSNZpJkpvAARalB4UxIB3k0,POSTO QUILOMETRO TREZE LTDA
ChIJK4rcySij55QRTgVrV4uEifM,DUDZIAK FILHOS E CIA LTDA
ChIJHwpwW5Z6cwcRMNLjPPLssn8,JOSE E MARIA COMERCIO DE DERIVADOS DE PETROLEO LTDA
ChIJgaWOhEH_3JQRmGXKvTr21DA,AUTO POSTO JOIA DA FAZENDA RIO GRANDE - EIRELI
ChIJ9ShMPo7_3JQRzujdbmgykeU,AUTO POSTO PELANDA LTDA
ChIJ00F9eo6v75QRn4B82o1rtVI,AUTO POSTO AVENIDA CANTAGALO LTDA
ChIJn0D8JpnVmwARq6uXwSywvi4,AUTO POSTO ML SATURNINO DE BRITO LTDA
